image_name,interesting/not interesting,num_person,num_vehicles,avg_person_conf,total_boxes,bounding_boxes
2020-07-27_09_25_04_480,1,1,0,0.804,1,"[{""label"": ""person"", ""score"": 0.8036783337593079, ""bbox"": [321.12188720703125, 553.9589233398438, 377.4554138183594, 684.0983276367188]}]"
2020-07-27_13_50_04_843,0,0,0,0.0,0,[]
2020-07-27_18_15_04_317,0,0,0,0.0,0,[]
2020-07-28_10_50_03_861,1,1,0,0.661,1,"[{""label"": ""person"", ""score"": 0.6605786681175232, ""bbox"": [583.6318359375, 335.96246337890625, 617.4697265625, 415.18634033203125]}]"
2020-07-28_15_15_12_974,1,1,0,0.618,1,"[{""label"": ""person"", ""score"": 0.6175170540809631, ""bbox"": [568.5628662109375, 489.6716003417969, 591.2528076171875, 568.8333740234375]}]"
2020-07-29_07_45_03_447,0,0,0,0.0,0,[]
2020-07-29_12_10_03_923,0,0,0,0.0,0,[]
2020-07-29_16_30_04_865,1,1,0,0.786,1,"[{""label"": ""person"", ""score"": 0.7860400676727295, ""bbox"": [865.2235107421875, 541.495361328125, 916.8308715820312, 659.1892700195312]}]"
2020-07-30_09_10_02_886,1,1,0,0.663,1,"[{""label"": ""person"", ""score"": 0.6628288626670837, ""bbox"": [560.588623046875, 505.359375, 588.7355346679688, 582.90966796875]}]"
2020-07-30_13_50_07_583,1,1,0,0.604,1,"[{""label"": ""person"", ""score"": 0.6040970683097839, ""bbox"": [828.872802734375, 484.14306640625, 884.4700317382812, 597.9429321289062]}]"
2020-07-30_18_15_03_517,0,0,0,0.0,0,[]
2020-07-31_10_45_02_984,1,1,0,0.623,1,"[{""label"": ""person"", ""score"": 0.622871458530426, ""bbox"": [250.28765869140625, 510.559814453125, 292.1463623046875, 608.6651000976562]}]"
2020-07-31_15_05_03_710,0,0,0,0.0,0,[]
2020-08-03_07_50_10_276,1,1,0,0.76,1,"[{""label"": ""person"", ""score"": 0.7601824402809143, ""bbox"": [192.8197784423828, 521.6549682617188, 240.20278930664062, 634.5521240234375]}]"
2020-08-03_12_15_07_179,0,0,0,0.0,0,[]
2020-08-03_16_50_05_152,0,0,0,0.0,0,[]
2020-08-04_09_15_04_884,0,0,0,0.0,0,[]
2020-08-04_13_55_03_837,0,0,0,0.0,0,[]
2020-08-04_18_25_04_236,0,0,0,0.0,0,[]
2020-08-05_11_00_08_031,0,0,0,0.0,0,[]
2020-08-05_15_45_03_418,0,0,0,0.0,0,[]
2020-08-06_08_40_03_949,0,0,0,0.0,0,[]
2020-08-06_13_10_03_599,0,0,0,0.0,0,[]
2020-08-06_17_35_03_591,0,0,0,0.0,0,[]
2020-08-07_10_05_04_398,0,0,0,0.0,0,[]
2020-08-07_14_30_04_299,0,0,0,0.0,0,[]
2020-08-10_07_00_02_966,0,0,0,0.0,0,[]
2020-08-10_11_25_02_998,0,0,0,0.0,0,[]
2020-08-10_16_00_04_931,0,0,0,0.0,0,[]
2020-08-11_08_30_04_541,0,0,0,0.0,0,[]
2020-08-11_13_00_02_711,0,0,0,0.0,0,[]
2020-08-13_10_50_07_071,0,0,0,0.0,0,[]
2020-08-13_15_30_03_699,0,0,0,0.0,0,[]
2020-08-14_08_10_02_979,0,1,0,0.727,1,"[{""label"": ""person"", ""score"": 0.7273939251899719, ""bbox"": [1181.3446044921875, 516.3399658203125, 1236.42041015625, 618.7107543945312]}]"
2020-08-14_12_45_03_891,0,1,0,0.684,1,"[{""label"": ""person"", ""score"": 0.6836662292480469, ""bbox"": [1147.5174560546875, 612.1689453125, 1213.28369140625, 682.1993408203125]}]"
2020-08-14_17_15_03_524,0,0,0,0.0,0,[]
2020-08-17_09_40_02_994,1,1,0,0.794,1,"[{""label"": ""person"", ""score"": 0.7935218811035156, ""bbox"": [666.1632080078125, 608.6067504882812, 721.3267822265625, 773.521240234375]}]"
2020-08-17_14_05_03_530,0,0,0,0.0,0,[]
2020-08-18_06_45_03_056,0,0,0,0.0,0,[]
2020-08-18_11_10_04_516,1,1,0,0.762,1,"[{""label"": ""person"", ""score"": 0.7615953683853149, ""bbox"": [331.06451416015625, 517.3613891601562, 377.02679443359375, 615.70166015625]}]"
2020-08-18_15_45_04_784,1,2,0,0.705,2,"[{""label"": ""person"", ""score"": 0.81046062707901, ""bbox"": [94.9427490234375, 594.2525634765625, 165.74453735351562, 696.79296875]}, {""label"": ""person"", ""score"": 0.6003181338310242, ""bbox"": [601.4335327148438, 491.5601806640625, 639.722412109375, 573.2329711914062]}]"
2020-08-19_08_15_03_245,0,0,0,0.0,0,[]
2020-08-19_12_45_03_649,1,1,0,0.668,1,"[{""label"": ""person"", ""score"": 0.6682000756263733, ""bbox"": [257.4756164550781, 606.025634765625, 355.3328552246094, 712.1298217773438]}]"
2020-08-19_17_20_05_059,0,0,0,0.0,0,[]
2020-08-20_09_55_02_657,1,2,0,0.683,2,"[{""label"": ""person"", ""score"": 0.7398409247398376, ""bbox"": [76.64434814453125, 467.4052429199219, 110.82892608642578, 529.6591796875]}, {""label"": ""person"", ""score"": 0.625638484954834, ""bbox"": [513.1119995117188, 523.6951293945312, 545.1746215820312, 622.4644775390625]}]"
2020-08-20_14_25_03_628,0,0,0,0.0,0,[]
2020-08-21_07_05_02_841,0,0,0,0.0,0,[]
2020-08-21_11_35_09_583,0,0,0,0.0,0,[]
2020-08-21_15_55_14_512,0,0,0,0.0,0,[]
2020-08-24_08_30_03_650,0,0,0,0.0,0,[]
2020-08-24_13_10_04_387,1,1,0,0.827,1,"[{""label"": ""person"", ""score"": 0.8270040154457092, ""bbox"": [751.03955078125, 605.8946533203125, 829.8511352539062, 754.0528564453125]}]"
2020-08-24_17_45_03_479,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.74232017993927, ""bbox"": [43.37811279296875, 456.1052551269531, 209.80618286132812, 501.7580871582031]}]"
2020-08-25_10_30_03_519,0,0,0,0.0,0,[]
2020-08-25_14_55_05_457,0,0,0,0.0,0,[]
2020-08-26_07_25_02_854,0,0,0,0.0,0,[]
2020-08-26_12_05_04_538,0,0,0,0.0,0,[]
2020-08-26_16_30_04_514,0,0,0,0.0,0,[]
2020-08-27_08_55_02_647,0,0,0,0.0,0,[]
2020-08-27_13_35_03_496,0,0,0,0.0,0,[]
2020-08-27_18_05_03_250,0,0,0,0.0,0,[]
2020-08-28_10_40_04_740,0,0,0,0.0,0,[]
2020-08-28_15_10_13_354,0,0,0,0.0,0,[]
2020-08-31_07_35_03_577,0,0,0,0.0,0,[]
2020-08-31_12_10_06_417,0,0,0,0.0,0,[]
2020-08-31_16_35_05_539,0,0,0,0.0,0,[]
2020-09-01_09_15_04_553,0,0,0,0.0,0,[]
2020-09-01_13_50_02_666,0,0,0,0.0,0,[]
2020-09-01_18_15_03_176,0,0,0,0.0,0,[]
2020-09-02_10_55_13_543,0,0,0,0.0,0,[]
2020-09-02_15_25_06_401,0,0,0,0.0,0,[]
2020-09-03_07_50_01_875,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.7109991312026978, ""bbox"": [0.3165435791015625, 430.5459289550781, 127.56131744384766, 518.3203125]}]"
2020-09-03_12_15_03_294,1,3,0,0.765,3,"[{""label"": ""person"", ""score"": 0.8168743252754211, ""bbox"": [423.1991271972656, 531.6634521484375, 462.4696044921875, 647.486083984375]}, {""label"": ""person"", ""score"": 0.8007916212081909, ""bbox"": [481.7046813964844, 515.5870361328125, 519.0695190429688, 628.0242919921875]}, {""label"": ""person"", ""score"": 0.6759914755821228, ""bbox"": [525.4788208007812, 538.6694946289062, 553.7753295898438, 640.5237426757812]}]"
2020-09-03_16_40_07_943,0,0,0,0.0,0,[]
2020-09-04_09_00_03_209,0,0,0,0.0,0,[]
2020-09-04_13_30_11_266,0,0,0,0.0,0,[]
2020-09-04_17_55_08_955,0,0,0,0.0,0,[]
2020-09-07_10_30_07_302,1,2,0,0.749,2,"[{""label"": ""person"", ""score"": 0.8156210780143738, ""bbox"": [193.99107360839844, 558.3107299804688, 298.063720703125, 742.764404296875]}, {""label"": ""person"", ""score"": 0.6828246712684631, ""bbox"": [237.9510498046875, 464.9402160644531, 264.0970458984375, 524.276123046875]}]"
2020-09-07_15_10_05_180,0,0,0,0.0,0,[]
2020-09-08_07_45_02_828,0,0,0,0.0,0,[]
2020-09-08_12_20_04_178,0,0,0,0.0,0,[]
2020-09-08_17_00_04_532,0,0,0,0.0,0,[]
2020-09-09_09_20_03_872,0,0,0,0.0,0,[]
2020-09-09_13_45_04_378,0,0,0,0.0,0,[]
2020-09-09_18_20_03_897,0,0,0,0.0,0,[]
2020-09-10_10_50_03_569,0,0,0,0.0,0,[]
2020-09-10_15_15_06_382,0,0,0,0.0,0,[]
2020-09-11_07_35_04_668,1,2,0,0.763,2,"[{""label"": ""person"", ""score"": 0.772485613822937, ""bbox"": [177.25537109375, 507.319091796875, 236.14834594726562, 604.1224975585938]}, {""label"": ""person"", ""score"": 0.7538082003593445, ""bbox"": [103.81790161132812, 564.3635864257812, 167.7352294921875, 696.4822998046875]}]"
2020-09-11_12_15_03_877,0,0,0,0.0,0,[]
2020-09-11_17_00_04_226,0,0,0,0.0,0,[]
2020-09-14_09_25_03_430,0,0,0,0.0,0,[]
2020-09-14_13_50_04_901,0,0,0,0.0,0,[]
2020-09-14_18_10_05_071,0,0,0,0.0,0,[]
2020-09-15_10_50_05_335,0,0,0,0.0,0,[]
2020-09-15_15_25_04_199,0,0,0,0.0,0,[]
2020-09-16_08_05_04_389,0,0,0,0.0,0,[]
2020-09-16_12_35_04_133,0,1,0,0.606,1,"[{""label"": ""person"", ""score"": 0.6060482859611511, ""bbox"": [433.8136291503906, 535.4287109375, 474.4543762207031, 587.0390014648438]}]"
2020-09-16_17_05_04_953,0,0,0,0.0,0,[]
2020-09-17_09_30_03_995,1,2,0,0.744,2,"[{""label"": ""person"", ""score"": 0.7621618509292603, ""bbox"": [408.4898986816406, 512.5612182617188, 437.5472412109375, 594.8733520507812]}, {""label"": ""person"", ""score"": 0.7259145975112915, ""bbox"": [435.2841491699219, 514.25634765625, 474.7818298339844, 601.0617065429688]}]"
2020-09-17_13_55_03_445,1,3,0,0.781,3,"[{""label"": ""person"", ""score"": 0.8332031965255737, ""bbox"": [290.77813720703125, 559.2918090820312, 352.699462890625, 706.5292358398438]}, {""label"": ""person"", ""score"": 0.8073129653930664, ""bbox"": [668.590576171875, 625.4013061523438, 763.556396484375, 822.8030395507812]}, {""label"": ""person"", ""score"": 0.7035335898399353, ""bbox"": [420.02056884765625, 528.1814575195312, 457.73553466796875, 645.6764526367188]}]"
2020-09-17_18_25_05_391,0,0,0,0.0,0,[]
2020-09-18_10_50_02_927,1,1,0,0.745,1,"[{""label"": ""person"", ""score"": 0.7450221180915833, ""bbox"": [856.868896484375, 548.3223876953125, 900.1795654296875, 658.5108642578125]}]"
2020-09-18_15_20_07_445,0,0,0,0.0,0,[]
2020-09-21_07_50_02_967,0,0,0,0.0,0,[]
2020-09-21_12_30_03_730,1,2,1,0.708,3,"[{""label"": ""person"", ""score"": 0.7864841222763062, ""bbox"": [244.1387481689453, 511.8841247558594, 294.0560607910156, 639.7321166992188]}, {""label"": ""person"", ""score"": 0.6295505166053772, ""bbox"": [453.2891845703125, 519.11328125, 489.2755432128906, 622.1689453125]}, {""label"": ""truck"", ""score"": 0.6134048104286194, ""bbox"": [91.13067626953125, 454.5754699707031, 278.8164978027344, 590.14208984375]}]"
2020-09-21_16_50_04_473,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.685748279094696, ""bbox"": [89.59403991699219, 454.4675598144531, 281.77227783203125, 594.8685302734375]}]"
2020-09-22_09_25_04_182,0,0,0,0.0,0,[]
2020-09-22_13_50_04_180,1,1,1,0.832,2,"[{""label"": ""person"", ""score"": 0.8319108486175537, ""bbox"": [306.5688171386719, 543.777587890625, 366.83441162109375, 675.736572265625]}, {""label"": ""truck"", ""score"": 0.6234381794929504, ""bbox"": [80.46287536621094, 449.1593933105469, 236.85873413085938, 571.291748046875]}]"
2020-09-22_18_15_04_461,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.6622359156608582, ""bbox"": [80.33834838867188, 449.2555236816406, 237.71047973632812, 573.4710083007812]}]"
2020-09-23_10_40_04_632,0,0,0,0.0,0,[]
2020-09-23_15_10_04_950,0,0,0,0.0,0,[]
2020-09-24_07_35_03_910,0,0,0,0.0,0,[]
2020-09-24_12_05_04_097,0,0,0,0.0,0,[]
2020-09-24_16_35_05_230,0,0,0,0.0,0,[]
2020-09-25_09_05_03_013,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.6676849126815796, ""bbox"": [61.3145751953125, 450.7685241699219, 258.3338928222656, 595.2442626953125]}]"
2020-09-25_13_50_04_311,0,0,0,0.0,0,[]
2020-09-25_18_30_05_197,0,0,0,0.0,0,[]
2020-09-28_10_55_05_110,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.6887482404708862, ""bbox"": [46.92977523803711, 439.4540100097656, 182.18267822265625, 553.876953125]}]"
2020-09-28_15_15_04_192,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.6098340153694153, ""bbox"": [50.782257080078125, 439.90087890625, 182.13330078125, 551.1773071289062]}]"
2020-09-29_07_40_06_443,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.6166706085205078, ""bbox"": [77.57105255126953, 441.1722412109375, 189.6479949951172, 549.68896484375]}]"
2020-09-29_12_15_08_008,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.6717473864555359, ""bbox"": [76.7060546875, 440.8059997558594, 188.177734375, 552.1224365234375]}]"
2020-09-29_16_50_07_394,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.7766554951667786, ""bbox"": [128.37059020996094, 473.7558288574219, 433.07421875, 682.7073974609375]}]"
2020-09-30_09_30_05_449,0,0,0,0.0,0,[]
2020-09-30_13_55_05_711,0,0,0,0.0,0,[]
2020-10-01_06_35_04_269,0,0,0,0.0,0,[]
2020-10-01_11_00_07_968,0,0,0,0.0,0,[]
2020-10-01_15_25_07_437,0,0,0,0.0,0,[]
2020-10-02_08_05_02_572,0,0,0,0.0,0,[]
2020-10-02_12_35_10_220,0,0,0,0.0,0,[]
2020-10-02_17_20_07_190,0,0,0,0.0,0,[]
2020-10-05_09_50_10_714,0,0,0,0.0,0,[]
2020-10-05_14_20_11_287,0,0,0,0.0,0,[]
2020-10-06_06_45_04_640,0,0,0,0.0,0,[]
2020-10-06_11_30_04_853,0,1,0,0.608,1,"[{""label"": ""person"", ""score"": 0.6075364351272583, ""bbox"": [888.892822265625, 368.72613525390625, 939.3543701171875, 431.54010009765625]}]"
2020-10-06_16_05_09_291,0,0,0,0.0,0,[]
2020-10-07_08_35_05_506,0,0,0,0.0,0,[]
2020-10-07_13_15_08_522,0,1,0,0.744,1,"[{""label"": ""person"", ""score"": 0.7439162731170654, ""bbox"": [449.0801696777344, 502.7015075683594, 488.3968505859375, 597.7377319335938]}]"
2020-10-07_17_40_04_995,0,0,0,0.0,0,[]
2020-10-08_10_15_03_389,0,0,0,0.0,0,[]
2020-10-08_14_45_04_699,1,2,0,0.708,2,"[{""label"": ""person"", ""score"": 0.7450713515281677, ""bbox"": [484.0331115722656, 510.1993408203125, 521.95947265625, 607.10107421875]}, {""label"": ""person"", ""score"": 0.6704816818237305, ""bbox"": [36.09050369262695, 450.0580139160156, 63.8048210144043, 512.1539306640625]}]"
2020-10-09_07_20_04_419,1,1,0,0.776,1,"[{""label"": ""person"", ""score"": 0.7755980491638184, ""bbox"": [125.1935043334961, 479.0297546386719, 166.62351989746094, 567.2750854492188]}]"
2020-10-09_11_55_04_431,1,1,0,0.8,1,"[{""label"": ""person"", ""score"": 0.8001601099967957, ""bbox"": [277.2969055175781, 514.16943359375, 335.3276672363281, 635.5608520507812]}]"
2020-10-09_16_30_09_770,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.7150387763977051, ""bbox"": [56.352294921875, 454.5049133300781, 169.0358428955078, 546.0234985351562]}]"
2020-10-12_09_05_03_952,0,0,0,0.0,0,[]
2020-10-12_13_30_02_824,0,0,0,0.0,0,[]
2020-10-12_18_00_11_179,1,2,1,0.72,3,"[{""label"": ""person"", ""score"": 0.7358309030532837, ""bbox"": [78.83729553222656, 480.37762451171875, 114.74664306640625, 564.9480590820312]}, {""label"": ""person"", ""score"": 0.7045772671699524, ""bbox"": [518.4776611328125, 569.140625, 560.6768798828125, 645.0319213867188]}, {""label"": ""truck"", ""score"": 0.6566359400749207, ""bbox"": [48.86463928222656, 452.7122802734375, 185.99903869628906, 541.5601806640625]}]"
2020-10-13_10_25_07_647,0,0,0,0.0,0,[]
2020-10-13_15_00_05_221,0,0,0,0.0,0,[]
2020-10-14_07_25_03_064,0,0,0,0.0,0,[]
2020-10-14_11_50_02_997,0,0,0,0.0,0,[]
2020-10-14_16_25_06_679,0,0,0,0.0,0,[]
2020-10-15_09_00_05_328,0,0,0,0.0,0,[]
2020-10-15_13_30_06_629,0,0,0,0.0,0,[]
2020-10-15_17_55_15_126,0,0,0,0.0,0,[]
2020-10-16_10_35_02_059,0,0,0,0.0,0,[]
2020-10-16_15_00_06_942,0,0,0,0.0,0,[]
2020-10-19_07_30_05_650,0,0,0,0.0,0,[]
2020-10-19_12_05_03_199,1,1,0,0.717,1,"[{""label"": ""person"", ""score"": 0.7174010276794434, ""bbox"": [545.47314453125, 514.5244750976562, 577.9384155273438, 590.9006958007812]}]"
2020-10-19_16_35_03_561,0,0,0,0.0,0,[]
2020-10-20_08_55_05_024,0,0,0,0.0,0,[]
2020-10-20_13_20_05_072,1,1,0,0.719,2,"[{""label"": ""person"", ""score"": 0.7186737060546875, ""bbox"": [168.11138916015625, 606.629150390625, 275.94049072265625, 797.650390625]}, {""label"": ""bowl"", ""score"": 0.6099539995193481, ""bbox"": [170.74827575683594, 806.189697265625, 219.61903381347656, 852.7696533203125]}]"
2020-10-20_17_45_03_943,0,0,0,0.0,0,[]
2020-10-21_10_10_02_671,1,1,0,0.632,1,"[{""label"": ""person"", ""score"": 0.6315702199935913, ""bbox"": [1156.8468017578125, 565.2898559570312, 1215.203857421875, 647.836669921875]}]"
2020-10-21_14_45_03_026,0,1,0,0.806,1,"[{""label"": ""person"", ""score"": 0.8061796426773071, ""bbox"": [221.211181640625, 616.6854858398438, 339.1117858886719, 750.8023071289062]}]"
2020-10-22_07_15_05_979,1,2,0,0.765,2,"[{""label"": ""person"", ""score"": 0.78620845079422, ""bbox"": [324.4043884277344, 566.05224609375, 388.4269104003906, 701.99609375]}, {""label"": ""person"", ""score"": 0.7430258989334106, ""bbox"": [85.73219299316406, 573.6333618164062, 171.03057861328125, 751.9253540039062]}]"
2020-10-22_11_45_02_464,0,0,0,0.0,0,[]
2020-10-22_16_20_03_313,0,0,0,0.0,0,[]
2020-10-23_09_00_03_517,0,0,0,0.0,0,[]
2020-10-23_13_35_03_816,1,1,0,0.666,1,"[{""label"": ""person"", ""score"": 0.6662490963935852, ""bbox"": [569.7620239257812, 331.01715087890625, 600.1478881835938, 411.2582702636719]}]"
2020-10-23_18_00_03_378,0,0,0,0.0,0,[]
2020-11-02_07_47_57_571,0,1,0,0.63,1,"[{""label"": ""person"", ""score"": 0.6300636529922485, ""bbox"": [43.70383071899414, 454.7041931152344, 78.24701690673828, 526.3065185546875]}]"
2020-11-02_12_33_03_975,0,0,0,0.0,0,[]
2020-11-02_17_13_01_590,0,0,0,0.0,0,[]
2020-11-03_09_37_59_714,0,0,0,0.0,0,[]
2020-11-03_14_18_04_545,0,1,0,0.608,1,"[{""label"": ""person"", ""score"": 0.607999324798584, ""bbox"": [111.02130126953125, 451.67626953125, 135.5508270263672, 514.9528198242188]}]"
2020-11-04_06_47_58_466,0,0,0,0.0,0,[]
2020-11-04_11_18_00_568,1,5,0,0.773,5,"[{""label"": ""person"", ""score"": 0.8263682723045349, ""bbox"": [395.30987548828125, 639.4230346679688, 470.85150146484375, 916.430419921875]}, {""label"": ""person"", ""score"": 0.8249209523200989, ""bbox"": [604.4191284179688, 621.8598022460938, 681.7216796875, 861.48583984375]}, {""label"": ""person"", ""score"": 0.8080745935440063, ""bbox"": [485.67974853515625, 641.0869140625, 579.7020874023438, 875.093994140625]}, {""label"": ""person"", ""score"": 0.7396079301834106, ""bbox"": [546.17529296875, 622.3657836914062, 627.7216186523438, 820.1787109375]}, {""label"": ""person"", ""score"": 0.6635549068450928, ""bbox"": [388.2934265136719, 596.3984985351562, 453.50799560546875, 691.0261840820312]}]"
2020-11-04_15_52_58_725,0,0,0,0.0,1,"[{""label"": ""boat"", ""score"": 0.6197351217269897, ""bbox"": [0.400970458984375, 434.05792236328125, 989.142333984375, 950.4593505859375]}]"
2020-11-05_08_17_57_757,1,1,0,0.627,1,"[{""label"": ""person"", ""score"": 0.6266971230506897, ""bbox"": [363.484375, 556.32421875, 440.7982482910156, 650.8020629882812]}]"
2020-11-05_12_47_58_748,1,1,0,0.625,1,"[{""label"": ""person"", ""score"": 0.624523401260376, ""bbox"": [333.75390625, 518.638671875, 367.722412109375, 635.5376586914062]}]"
2020-11-05_17_22_58_648,0,0,0,0.0,0,[]
2020-11-06_09_57_54_732,0,0,0,0.0,0,[]
2020-11-06_14_42_55_195,1,2,0,0.704,2,"[{""label"": ""person"", ""score"": 0.7574766874313354, ""bbox"": [596.4468383789062, 546.6810302734375, 638.8984985351562, 682.3782958984375]}, {""label"": ""person"", ""score"": 0.6509416699409485, ""bbox"": [506.54052734375, 510.562744140625, 538.0050048828125, 620.7643432617188]}]"
2020-11-09_07_17_56_066,1,3,0,0.719,3,"[{""label"": ""person"", ""score"": 0.7754545211791992, ""bbox"": [299.0888366699219, 506.99432373046875, 348.0807800292969, 616.792724609375]}, {""label"": ""person"", ""score"": 0.7676142454147339, ""bbox"": [635.1442260742188, 572.4263916015625, 680.6321411132812, 707.8220825195312]}, {""label"": ""person"", ""score"": 0.6127037405967712, ""bbox"": [196.65240478515625, 479.989501953125, 229.54641723632812, 542.0404663085938]}]"
2020-11-09_11_52_54_881,0,0,0,0.0,0,[]
2020-11-09_16_23_02_205,0,0,0,0.0,0,[]
2020-11-10_08_52_59_445,0,0,0,0.0,0,[]
2020-11-10_13_22_54_309,1,3,0,0.741,3,"[{""label"": ""person"", ""score"": 0.8087990283966064, ""bbox"": [1157.949462890625, 690.8011474609375, 1257.8192138671875, 884.0816650390625]}, {""label"": ""person"", ""score"": 0.7117640972137451, ""bbox"": [87.58386993408203, 620.4285278320312, 143.1326446533203, 740.2954711914062]}, {""label"": ""person"", ""score"": 0.7035724520683289, ""bbox"": [31.341064453125, 681.1895141601562, 103.00827026367188, 818.790771484375]}]"
2020-11-10_17_52_54_392,0,0,0,0.0,0,[]
2020-11-11_10_23_07_856,1,5,0,0.74,6,"[{""label"": ""person"", ""score"": 0.8139129281044006, ""bbox"": [1177.1297607421875, 566.5359497070312, 1251.1685791015625, 693.5137939453125]}, {""label"": ""person"", ""score"": 0.7686308026313782, ""bbox"": [60.147220611572266, 721.3618774414062, 163.24807739257812, 864.9960327148438]}, {""label"": ""person"", ""score"": 0.7590672969818115, ""bbox"": [1237.89990234375, 564.3458251953125, 1280.0, 673.0458374023438]}, {""label"": ""person"", ""score"": 0.7086871862411499, ""bbox"": [271.95257568359375, 508.1802673339844, 308.41070556640625, 602.7222290039062]}, {""label"": ""person"", ""score"": 0.6501482725143433, ""bbox"": [269.0533752441406, 644.8701782226562, 337.5628356933594, 764.96044921875]}, {""label"": ""bench"", ""score"": 0.6167241334915161, ""bbox"": [1014.4552001953125, 631.679443359375, 1121.7098388671875, 705.0733032226562]}]"
2020-11-11_14_42_54_893,1,2,0,0.75,2,"[{""label"": ""person"", ""score"": 0.7810696959495544, ""bbox"": [121.94575500488281, 634.0096435546875, 197.92201232910156, 764.3223266601562]}, {""label"": ""person"", ""score"": 0.7186933755874634, ""bbox"": [193.51800537109375, 664.9223022460938, 253.26382446289062, 812.7378540039062]}]"
2020-11-12_07_22_54_034,1,2,1,0.69,3,"[{""label"": ""person"", ""score"": 0.7693370580673218, ""bbox"": [252.04232788085938, 486.6316223144531, 296.0167541503906, 571.9730224609375]}, {""label"": ""person"", ""score"": 0.6110971570014954, ""bbox"": [140.46934509277344, 451.30206298828125, 172.1885986328125, 518.2779541015625]}, {""label"": ""truck"", ""score"": 0.6081138253211975, ""bbox"": [0.0, 397.5491638183594, 83.79307556152344, 500.9835510253906]}]"
2020-11-12_12_02_55_264,0,1,0,0.692,1,"[{""label"": ""person"", ""score"": 0.6918247938156128, ""bbox"": [144.17210388183594, 459.12115478515625, 179.43844604492188, 528.791015625]}]"
2020-11-12_16_47_54_996,0,0,0,0.0,0,[]
2020-11-13_09_42_55_417,0,0,0,0.0,0,[]
2020-11-13_14_07_55_115,0,0,0,0.0,0,[]
2020-11-16_06_37_53_784,0,0,0,0.0,0,[]
2020-11-16_11_02_54_817,1,0,1,0.0,2,"[{""label"": ""truck"", ""score"": 0.7000859975814819, ""bbox"": [0.0, 403.2597961425781, 131.01617431640625, 510.0957336425781]}, {""label"": ""chair"", ""score"": 0.6921330690383911, ""bbox"": [738.9357299804688, 711.7874755859375, 882.1177978515625, 821.9678344726562]}]"
2020-11-16_15_32_53_852,1,1,0,0.662,1,"[{""label"": ""person"", ""score"": 0.6617351174354553, ""bbox"": [149.66482543945312, 477.9256591796875, 180.7136993408203, 541.8751220703125]}]"
2020-11-17_08_02_55_463,1,1,0,0.666,1,"[{""label"": ""person"", ""score"": 0.6660637259483337, ""bbox"": [529.1534423828125, 482.46270751953125, 557.8518676757812, 574.330810546875]}]"
2020-11-17_12_22_55_794,0,0,0,0.0,0,[]
2020-11-17_17_04_53_905,0,0,0,0.0,0,[]
2020-11-18_09_18_03_464,0,0,0,0.0,0,[]
2020-11-18_13_52_56_236,1,2,0,0.711,2,"[{""label"": ""person"", ""score"": 0.7875173687934875, ""bbox"": [390.659423828125, 528.2367553710938, 431.4324645996094, 645.23876953125]}, {""label"": ""person"", ""score"": 0.6343448758125305, ""bbox"": [86.7518310546875, 469.29364013671875, 121.2479248046875, 535.7052001953125]}]"
2020-11-18_18_27_55_432,0,0,0,0.0,0,[]
2020-11-19_10_52_55_235,1,3,0,0.724,3,"[{""label"": ""person"", ""score"": 0.7645447850227356, ""bbox"": [445.48614501953125, 495.6376037597656, 470.107666015625, 588.977294921875]}, {""label"": ""person"", ""score"": 0.7349830269813538, ""bbox"": [180.72491455078125, 681.2098999023438, 243.1349639892578, 806.0372924804688]}, {""label"": ""person"", ""score"": 0.672007143497467, ""bbox"": [131.3126678466797, 483.5927429199219, 170.85743713378906, 564.3972778320312]}]"
2020-11-19_15_27_55_686,1,2,0,0.709,2,"[{""label"": ""person"", ""score"": 0.7645696997642517, ""bbox"": [296.7648620605469, 628.954833984375, 380.5330505371094, 726.4732055664062]}, {""label"": ""person"", ""score"": 0.6536839008331299, ""bbox"": [7.9031829833984375, 716.6264038085938, 63.31659698486328, 811.2142333984375]}]"
2020-11-20_08_02_53_865,0,0,0,0.0,0,[]
2020-11-20_12_42_54_817,1,1,0,0.662,1,"[{""label"": ""person"", ""score"": 0.6616834402084351, ""bbox"": [39.849761962890625, 473.19927978515625, 70.84635162353516, 551.9949951171875]}]"
2020-11-20_17_17_55_307,0,0,0,0.0,0,[]
